
"PowerShares QQQ Trust, Series 1 (ETF)",Last: 720.1,Change:  7.95
Date: 14 de julio de 2026 a las 17:50 GMT-4,Bid: 720,Ask: 720.1,Size: 560*160,Volume: 29.187.025
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jul 17 2026,QQQ260717C00672000,46.35,5.76,46.34,50.2,1,0.3873,0.9696,0.0026,98,672.00,QQQ260717P00672000,0.3,-0.59,0.3,0.32,55,0.4084,-0.0303,0.0026,2779
Fri Jul 17 2026,QQQ260717C00673000,51.55,0,45.38,49.21,0,0.3866,0.9682,0.0027,46,673.00,QQQ260717P00673000,0.31,-0.63,0.31,0.33,593,0.4043,-0.0317,0.0027,1401
Fri Jul 17 2026,QQQ260717C00674000,47.35,0,44.39,48.23,0,0.383,0.9668,0.0028,38,674.00,QQQ260717P00674000,0.32,-0.665,0.33,0.34,381,0.399,-0.0331,0.0028,3075
Fri Jul 17 2026,QQQ260717C00675000,44.91,7.18,43.41,47.24,17,0.3792,0.9653,0.003,2022,675.00,QQQ260717P00675000,0.33,-0.7,0.34,0.36,5771,0.3947,-0.0346,0.003,50537
Fri Jul 17 2026,QQQ260717C00676000,44,7.21,42.55,46.26,10,0.3887,0.9636,0.0031,52,676.00,QQQ260717P00676000,0.36,-0.73,0.35,0.37,128,0.3892,-0.0362,0.0031,3934
Fri Jul 17 2026,QQQ260717C00677000,36.73,0,41.57,45.27,0,0.384,0.9619,0.0033,21,677.00,QQQ260717P00677000,0.36,-0.785,0.37,0.38,148,0.3845,-0.038,0.0033,1857
Fri Jul 17 2026,QQQ260717C00678000,40.35,5.445,40.5,44.29,1,0.3715,0.9601,0.0034,43,678.00,QQQ260717P00678000,0.37,-0.835,0.38,0.4,382,0.3797,-0.0398,0.0034,1873
Fri Jul 17 2026,QQQ260717C00679000,40.07,6.095,39.52,43.31,1,0.3677,0.9581,0.0036,19,679.00,QQQ260717P00679000,0.39,-0.875,0.39,0.42,175,0.3756,-0.0418,0.0036,4539
Fri Jul 17 2026,QQQ260717C00680000,41.19,8.085,38.99,42.33,84,0.3986,0.956,0.0038,4157,680.00,QQQ260717P00680000,0.4,-0.935,0.42,0.43,5936,0.3705,-0.0439,0.0038,25153
Fri Jul 17 2026,QQQ260717C00681000,33.86,0,37.52,41.35,0,0.3559,0.9538,0.004,10,681.00,QQQ260717P00681000,0.44,-0.965,0.44,0.46,146,0.366,-0.0461,0.004,1402
Fri Jul 17 2026,QQQ260717C00682000,37.46,6.27,36.54,40.37,4,0.3515,0.9514,0.0042,14,682.00,QQQ260717P00682000,0.46,-1.02,0.46,0.48,2098,0.3621,-0.0485,0.0042,924
Fri Jul 17 2026,QQQ260717C00683000,30.9,0,35.57,39.4,0,0.3486,0.9488,0.0045,23,683.00,QQQ260717P00683000,0.48,-1.08,0.48,0.5,3704,0.3572,-0.0511,0.0045,3821
Fri Jul 17 2026,QQQ260717C00684000,29.75,0,35.82,38.42,0,0.4172,0.9461,0.0047,448,684.00,QQQ260717P00684000,0.47,-1.175,0.5,0.52,281,0.3529,-0.0538,0.0047,8169
Fri Jul 17 2026,QQQ260717C00685000,36.95,8.505,34.98,35.86,43,0.3223,0.9432,0.005,13170,685.00,QQQ260717P00685000,0.51,-1.23,0.53,0.55,8750,0.3483,-0.0568,0.005,35693
Fri Jul 17 2026,QQQ260717C00686000,36.34,8.795,34.26,34.88,50,0.3399,0.94,0.0052,168,686.00,QQQ260717P00686000,0.55,-1.29,0.56,0.58,436,0.3442,-0.06,0.0053,2078
Fri Jul 17 2026,QQQ260717C00687000,34.68,8.02,33.1,35.33,23,0.3989,0.9366,0.0056,42,687.00,QQQ260717P00687000,0.59,-1.355,0.59,0.61,462,0.3398,-0.0634,0.0056,3162
Fri Jul 17 2026,QQQ260717C00688000,34.39,8.61,32.29,34.35,51,0.399,0.9329,0.0059,172,688.00,QQQ260717P00688000,0.59,-1.47,0.62,0.65,771,0.3352,-0.067,0.0059,2222
Fri Jul 17 2026,QQQ260717C00689000,32.97,8.08,31.18,31.94,1,0.3113,0.929,0.0062,74,689.00,QQQ260717P00689000,0.61,-1.565,0.66,0.68,1438,0.3316,-0.071,0.0062,3974
Fri Jul 17 2026,QQQ260717C00690000,30.53,6.51,30.38,30.98,45,0.3179,0.9248,0.0066,9365,690.00,QQQ260717P00690000,0.71,-1.59,0.71,0.72,16800,0.3275,-0.0752,0.0066,37189
Fri Jul 17 2026,QQQ260717C00691000,29.93,6.785,29.43,30.01,1,0.314,0.9202,0.007,50,691.00,QQQ260717P00691000,0.72,-1.72,0.74,0.77,2149,0.3232,-0.0798,0.007,2153
Fri Jul 17 2026,QQQ260717C00692000,28.32,6.045,28.54,29.06,2,0.3139,0.9154,0.0074,172,692.00,QQQ260717P00692000,0.76,-1.82,0.79,0.82,3216,0.3196,-0.0847,0.0074,2287
Fri Jul 17 2026,QQQ260717C00693000,28.42,6.975,27.34,28.11,17,0.2974,0.9101,0.0078,147,693.00,QQQ260717P00693000,0.79,-1.94,0.84,0.87,1885,0.3157,-0.09,0.0078,1829
Fri Jul 17 2026,QQQ260717C00694000,22.01,0,26.44,27.16,0,0.2964,0.9044,0.0083,146,694.00,QQQ260717P00694000,0.84,-2.05,0.89,0.92,1181,0.3118,-0.0956,0.0083,3938
Fri Jul 17 2026,QQQ260717C00695000,26,6.235,25.71,26.22,64,0.303,0.8983,0.0088,2042,695.00,QQQ260717P00695000,0.95,-2.11,0.95,0.98,10552,0.3076,-0.1018,0.0088,29478
Fri Jul 17 2026,QQQ260717C00696000,25.05,6.1,24.78,25.28,23,0.2995,0.8918,0.0093,287,696.00,QQQ260717P00696000,0.96,-2.28,1.02,1.05,575,0.3048,-0.1083,0.0093,1508
Fri Jul 17 2026,QQQ260717C00697000,23.72,5.575,23.88,24.35,4,0.2972,0.8847,0.0098,167,697.00,QQQ260717P00697000,1.08,-2.355,1.09,1.12,1729,0.3006,-0.1154,0.0099,3253
Fri Jul 17 2026,QQQ260717C00698000,18.48,0,22.93,23.42,0,0.2924,0.8771,0.0104,663,698.00,QQQ260717P00698000,1.17,-2.465,1.16,1.2,547,0.2972,-0.1231,0.0105,2628
Fri Jul 17 2026,QQQ260717C00699000,23.32,6.76,22.01,22.56,9,0.291,0.869,0.011,799,699.00,QQQ260717P00699000,1.24,-2.605,1.24,1.28,1182,0.2938,-0.1313,0.0111,2332
Fri Jul 17 2026,QQQ260717C00700000,21.36,5.465,21.06,21.66,197,0.2865,0.8602,0.0117,11621,700.00,QQQ260717P00700000,1.36,-2.705,1.33,1.37,18098,0.2899,-0.1401,0.0117,46168
Fri Jul 17 2026,QQQ260717C00701000,20.35,5.23,20.21,20.68,11,0.2822,0.8508,0.0124,515,701.00,QQQ260717P00701000,1.45,-2.865,1.43,1.47,907,0.2865,-0.1496,0.0124,2744
Fri Jul 17 2026,QQQ260717C00702000,19.47,5.095,19.26,19.79,12,0.2772,0.8406,0.0131,898,702.00,QQQ260717P00702000,1.55,-3.02,1.54,1.58,932,0.283,-0.1598,0.0131,5256
Fri Jul 17 2026,QQQ260717C00703000,19.5,5.845,18.44,18.95,113,0.2774,0.8298,0.0138,1109,703.00,QQQ260717P00703000,1.63,-3.21,1.66,1.7,1551,0.2795,-0.1707,0.0139,2150
Fri Jul 17 2026,QQQ260717C00704000,19.25,6.305,17.57,18.07,101,0.2741,0.8181,0.0146,1297,704.00,QQQ260717P00704000,1.78,-3.35,1.78,1.82,1782,0.2762,-0.1824,0.0147,8177
Fri Jul 17 2026,QQQ260717C00705000,17.51,5.26,16.49,17.17,105,0.2638,0.8057,0.0154,4769,705.00,QQQ260717P00705000,1.92,-3.505,1.92,1.96,4890,0.2728,-0.195,0.0155,16105
Fri Jul 17 2026,QQQ260717C00706000,17.12,5.55,15.65,16.35,147,0.2621,0.7923,0.0162,2109,706.00,QQQ260717P00706000,2.04,-3.71,2.07,2.11,823,0.2696,-0.2084,0.0163,4080
Fri Jul 17 2026,QQQ260717C00707000,15.41,4.5,14.99,15.47,721,0.2628,0.7781,0.017,2316,707.00,QQQ260717P00707000,2.26,-3.82,2.23,2.27,1395,0.2664,-0.2227,0.0172,2912
Fri Jul 17 2026,QQQ260717C00708000,14.57,4.31,14,14.68,1172,0.2566,0.763,0.0179,3404,708.00,QQQ260717P00708000,2.44,-4,2.4,2.45,1438,0.2635,-0.2379,0.018,3103
Fri Jul 17 2026,QQQ260717C00709000,13.78,4.15,13.4,13.9,1962,0.2595,0.7469,0.0188,3739,709.00,QQQ260717P00709000,2.58,-4.235,2.59,2.64,692,0.2604,-0.2542,0.0189,20390
Fri Jul 17 2026,QQQ260717C00710000,12.83,3.81,12.61,13.01,8780,0.2545,0.7298,0.0196,17021,710.00,QQQ260717P00710000,2.8,-4.405,2.8,2.84,12631,0.2574,-0.2715,0.0198,30128
Fri Jul 17 2026,QQQ260717C00711000,12.19,3.765,11.69,12.22,2235,0.2481,0.7118,0.0205,28878,711.00,QQQ260717P00711000,3.05,-4.58,3.01,3.06,1240,0.2539,-0.2896,0.0207,30890
Fri Jul 17 2026,QQQ260717C00712000,11.29,3.425,11.24,11.32,2170,0.2496,0.6927,0.0214,1330,712.00,QQQ260717P00712000,3.24,-4.815,3.25,3.29,1979,0.2507,-0.3089,0.0215,2296
Fri Jul 17 2026,QQQ260717C00713000,10.52,3.205,10.5,10.57,3120,0.2468,0.6726,0.0222,1742,713.00,QQQ260717P00713000,3.54,-4.96,3.5,3.55,1928,0.2476,-0.3292,0.0224,4359
Fri Jul 17 2026,QQQ260717C00714000,9.63,2.85,9.78,9.85,1290,0.2438,0.6516,0.023,1743,714.00,QQQ260717P00714000,3.77,-5.205,3.78,3.82,1765,0.2448,-0.3504,0.0232,4114
Fri Jul 17 2026,QQQ260717C00715000,9,2.72,9.07,9.14,4710,0.2409,0.6296,0.0238,9426,715.00,QQQ260717P00715000,4.09,-5.38,4.07,4.12,15825,0.2418,-0.3727,0.024,21143
Fri Jul 17 2026,QQQ260717C00716000,8.42,2.635,8.39,8.45,1650,0.2379,0.6066,0.0245,2595,716.00,QQQ260717P00716000,4.39,-5.6,4.39,4.44,2802,0.2387,-0.3959,0.0248,4359
Fri Jul 17 2026,QQQ260717C00717000,7.85,2.52,7.73,7.79,2636,0.2354,0.5828,0.0252,2153,717.00,QQQ260717P00717000,4.77,-5.765,4.73,4.78,3359,0.2362,-0.42,0.0255,1654
Fri Jul 17 2026,QQQ260717C00718000,6.96,2.07,7.1,7.16,5248,0.2326,0.558,0.0258,2286,718.00,QQQ260717P00718000,5.08,-6.025,5.1,5.15,6701,0.233,-0.4452,0.0261,4477
Fri Jul 17 2026,QQQ260717C00719000,6.45,1.98,6.49,6.55,4567,0.2298,0.5324,0.0263,1730,719.00,QQQ260717P00719000,5.51,-6.175,5.49,5.54,3720,0.2304,-0.4711,0.0266,1083
Fri Jul 17 2026,QQQ260717C00720000,5.97,1.885,5.92,5.97,28209,0.2269,0.5061,0.0267,17842,720.00,QQQ260717P00720000,5.92,-6.375,5.91,5.96,14467,0.2275,-0.4977,0.027,22334
Fri Jul 17 2026,QQQ260717C00721000,5.4,1.695,5.37,5.41,3502,0.2242,0.4791,0.027,2491,721.00,QQQ260717P00721000,6.5,-6.44,6.36,6.41,3222,0.2248,-0.5251,0.0274,1599
Fri Jul 17 2026,QQQ260717C00722000,4.85,1.49,4.84,4.89,4591,0.2216,0.4515,0.0272,2799,722.00,QQQ260717P00722000,6.8,-6.685,6.84,6.89,2555,0.222,-0.553,0.0276,1876
Fri Jul 17 2026,QQQ260717C00723000,4.28,1.245,4.35,4.39,3571,0.219,0.4236,0.0272,3543,723.00,QQQ260717P00723000,7.44,-6.71,7.34,7.4,1120,0.2193,-0.5814,0.0276,3083
Fri Jul 17 2026,QQQ260717C00724000,3.9,1.17,3.9,3.92,2057,0.2165,0.3955,0.0271,3264,724.00,QQQ260717P00724000,7.88,-6.985,7.88,7.95,2346,0.2166,-0.61,0.0275,3005
Fri Jul 17 2026,QQQ260717C00725000,3.49,1.045,3.45,3.49,12918,0.214,0.3673,0.0268,15813,725.00,QQQ260717P00725000,8.43,-7.265,8.45,8.53,6641,0.2141,-0.6385,0.0272,16242
Fri Jul 17 2026,QQQ260717C00726000,3.06,0.87,3.05,3.09,3239,0.2118,0.3394,0.0264,6197,726.00,QQQ260717P00726000,9.03,-7.27,9.05,9.13,1221,0.2115,-0.667,0.0267,3275
Fri Jul 17 2026,QQQ260717C00727000,2.71,0.755,2.68,2.72,2028,0.2096,0.3119,0.0257,2029,727.00,QQQ260717P00727000,9.68,-7.54,9.68,9.77,2378,0.2095,-0.6948,0.0261,2121
Fri Jul 17 2026,QQQ260717C00728000,2.38,0.65,2.35,2.38,1651,0.2074,0.285,0.0249,1650,728.00,QQQ260717P00728000,10.25,-7.64,10.11,10.55,1808,0.2053,-0.7222,0.0252,1428
Fri Jul 17 2026,QQQ260717C00729000,2.06,0.53,2.04,2.08,1833,0.2055,0.2589,0.024,1114,729.00,QQQ260717P00729000,11.2,-7.505,10.81,11.25,4381,0.2033,-0.7486,0.0243,1202
Fri Jul 17 2026,QQQ260717C00730000,1.79,0.43,1.76,1.8,14535,0.2035,0.2338,0.0229,19511,730.00,QQQ260717P00730000,11.8,-7.825,11.53,11.99,493,0.2012,-0.7741,0.0232,9893
Fri Jul 17 2026,QQQ260717C00731000,1.47,0.28,1.51,1.55,2003,0.2016,0.2099,0.0217,2175,731.00,QQQ260717P00731000,12.37,-8.005,12.29,12.75,75,0.1993,-0.7985,0.022,1284
Fri Jul 17 2026,QQQ260717C00732000,1.28,0.24,1.29,1.33,1138,0.2,0.1872,0.0205,1786,732.00,QQQ260717P00732000,13.1,-8.205,13.05,13.62,78,0.1991,-0.8215,0.0207,803
Fri Jul 17 2026,QQQ260717C00733000,1.16,0.25,1.1,1.13,3467,0.1984,0.1656,0.0191,6944,733.00,QQQ260717P00733000,14.32,-7.79,13.95,14.43,38,0.2001,-0.8432,0.0193,1654
Fri Jul 17 2026,QQQ260717C00734000,0.96,0.17,0.92,0.96,3267,0.1968,0.1457,0.0177,7965,734.00,QQQ260717P00734000,14.08,-8.925,14.7,15.21,18,0.1937,-0.8635,0.0178,1074
Fri Jul 17 2026,QQQ260717C00735000,0.8,0.115,0.78,0.8,5770,0.1953,0.1273,0.0162,12869,735.00,QQQ260717P00735000,15.9,-8.005,15.6,16.09,303,0.1944,-0.8822,0.0164,12492
Fri Jul 17 2026,QQQ260717C00736000,0.66,0.07,0.65,0.67,1072,0.1937,0.1104,0.0148,1973,736.00,QQQ260717P00736000,16.73,-8.89,16.38,16.9,23,0.185,-0.8994,0.015,2174
Fri Jul 17 2026,QQQ260717C00737000,0.56,0.05,0.53,0.56,1677,0.1931,0.0953,0.0134,2154,737.00,QQQ260717P00737000,16.29,-10.255,17.28,17.85,3,0.1856,-0.9149,0.0136,1868
Fri Jul 17 2026,QQQ260717C00738000,0.46,0.02,0.44,0.46,2535,0.1916,0.0816,0.012,2286,738.00,QQQ260717P00738000,17.11,-10.38,18.19,18.77,28,0.183,-0.929,0.0123,1673
Fri Jul 17 2026,QQQ260717C00739000,0.37,-0.01,0.36,0.38,1391,0.1907,0.0695,0.0106,2769,739.00,QQQ260717P00739000,19.42,-8.22,19.07,19.75,10,0.1802,-0.9414,0.011,1347
Fri Jul 17 2026,QQQ260717C00740000,0.31,-0.015,0.29,0.31,7480,0.1902,0.0589,0.0094,28127,740.00,QQQ260717P00740000,20.54,-8.115,20.04,20.7,154,0.1801,-0.9524,0.0097,8591
Fri Jul 17 2026,QQQ260717C00741000,0.25,-0.03,0.23,0.26,1309,0.1897,0.0498,0.0082,2447,741.00,QQQ260717P00741000,30.29,0,21.09,21.61,0,0.1828,-0.9617,0.0085,1864
Fri Jul 17 2026,QQQ260717C00742000,0.21,-0.03,0.19,0.21,1273,0.1895,0.0421,0.0072,3063,742.00,QQQ260717P00742000,24.08,-7.235,21.96,22.62,14,0.1703,-0.9697,0.0074,1259
Fri Jul 17 2026,QQQ260717C00743000,0.16,-0.05,0.15,0.17,745,0.1888,0.0356,0.0063,1976,743.00,QQQ260717P00743000,31.46,0,22.94,23.6,0,0.157,-0.9762,0.0062,484
Fri Jul 17 2026,QQQ260717C00744000,0.13,-0.05,0.13,0.14,228,0.1889,0.0301,0.0055,1484,744.00,QQQ260717P00744000,32.52,0,24,24.58,0,0.1826,-0.9816,0.0053,869
Fri Jul 17 2026,QQQ260717C00745000,0.11,-0.04,0.1,0.12,3841,0.1903,0.0256,0.0048,7881,745.00,QQQ260717P00745000,24.9,-8.665,24.79,26.89,6,0.2784,-0.9858,0.0044,240
Fri Jul 17 2026,QQQ260717C00746000,0.07,-0.06,0.08,0.1,335,0.1908,0.0219,0.0041,1789,746.00,QQQ260717P00746000,30.14,-5.1,24.57,26.56,1,0,-0.989,0.0036,51
Fri Jul 17 2026,QQQ260717C00747000,0.07,-0.04,0.07,0.09,733,0.192,0.0188,0.0036,1748,747.00,QQQ260717P00747000,28.09,-7.705,25.38,29.1,2,0,-0.9916,0.0029,9
Fri Jul 17 2026,QQQ260717C00748000,0.05,-0.05,0.05,0.08,471,0.1942,0.0164,0.0032,13767,748.00,QQQ260717P00748000,35.18,0,26.38,29.97,0,0,-0.9934,0.0024,3
Fri Jul 17 2026,QQQ260717C00749000,0.05,-0.04,0.04,0.07,103,0.1959,0.0144,0.0028,1514,749.00,QQQ260717P00749000,47.3,0,27.37,30.92,0,0,-0.9948,0.002,0
Fri Jul 17 2026,QQQ260717C00750000,0.05,-0.03,0.04,0.06,4919,0.1967,0.0128,0.0025,28896,750.00,QQQ260717P00750000,29.77,-9.115,28.37,30.62,8350,0,-0.9959,0.0016,4369
Fri Jul 17 2026,QQQ260717C00751000,0.03,-0.04,0.03,0.05,546,0.1996,0.0115,0.0023,2536,751.00,QQQ260717P00751000,29.9,0,29.37,32.97,0,0,-0.9967,0.0013,1
Fri Jul 17 2026,QQQ260717C00752000,0.03,-0.03,0.03,0.05,79,0.2022,0.0102,0.002,6321,752.00,QQQ260717P00752000,34.38,-6.4,30.37,32.61,4,0,-0.9973,0.0011,0
Fri Jul 17 2026,QQQ260717C00753000,0.03,-0.025,0.03,0.04,22,0.2043,0.0093,0.0018,1127,753.00,QQQ260717P00753000,33.2,-8.595,31.37,34.97,1,0,-0.9977,0.001,1
Fri Jul 17 2026,QQQ260717C00754000,0.03,-0.02,0.02,0.04,9,0.2096,0.0086,0.0017,2849,754.00,QQQ260717P00754000,33.71,0,32.37,35.94,0,0,-0.998,0.0008,0
Fri Jul 17 2026,QQQ260717C00755000,0.03,-0.015,0.02,0.04,413,0.2111,0.0079,0.0015,14046,755.00,QQQ260717P00755000,37.4,-6.485,33.37,36.92,1,0,-0.9984,0.0007,2
Fri Jul 17 2026,QQQ260717C00756000,0.05,0.01,0.01,0.04,17,0.2163,0.0073,0.0014,2372,756.00,QQQ260717P00756000,42.5,0,34.37,37.96,0,0,-0.9986,0.0006,3
Fri Jul 17 2026,QQQ260717C00757000,0.02,-0.015,0.01,0.04,1,0.217,0.0068,0.0013,1665,757.00,QQQ260717P00757000,41.53,0,35.37,38.96,0,0,-0.9988,0.0005,0
Fri Jul 17 2026,QQQ260717C00758000,0.03,-0.005,0.02,0.03,46,0.2221,0.0064,0.0012,1078,758.00,QQQ260717P00758000,42.56,0,36.37,39.97,0,0,-0.999,0.0004,0
Fri Jul 17 2026,QQQ260717C00759000,0.03,-0.005,0.01,0.03,339,0.2272,0.006,0.0011,8635,759.00,QQQ260717P00759000,41.6,-6.17,37.37,40.94,1,0,-0.9991,0.0004,1
Fri Jul 17 2026,QQQ260717C00760000,0.02,-0.01,0.02,0.03,1455,0.2322,0.0056,0.001,16708,760.00,QQQ260717P00760000,39.12,-9.655,38.36,41.98,2,0,-0.9992,0.0004,8
Fri Jul 17 2026,QQQ260717C00761000,0.02,-0.01,0.01,0.03,18,0.2372,0.0053,0.001,803,761.00,QQQ260717P00761000,42.9,-6.87,39.36,42.96,1,0,-0.9992,0.0003,1
Fri Jul 17 2026,QQQ260717C00762000,0.03,-0.005,0.01,0.03,2,0.2422,0.005,0.0009,1127,762.00,QQQ260717P00762000,52.7,0,40.36,43.96,0,0,-0.9993,0.0003,0
Fri Jul 17 2026,QQQ260717C00763000,0.01,-0.02,0.01,0.03,2,0.2472,0.0047,0.0009,4154,763.00,QQQ260717P00763000,53.79,0,41.36,44.97,0,0,-0.9994,0.0003,0
Fri Jul 17 2026,QQQ260717C00764000,0.03,0.01,0.01,0.03,4,0.2522,0.0045,0.0008,813,764.00,QQQ260717P00764000,52.5,0,42.36,45.94,0,0,-0.9994,0.0002,0
Fri Jul 17 2026,QQQ260717C00765000,0.02,0,0.01,0.03,163,0.2571,0.0043,0.0008,10281,765.00,QQQ260717P00765000,57.06,0,43.36,46.96,0,0,-0.9995,0.0002,0
Fri Jul 17 2026,QQQ260717C00766000,0.03,0.01,0.01,0.03,5,0.262,0.004,0.0007,559,766.00,QQQ260717P00766000,58.09,0,44.36,47.96,0,0,-0.9996,0.0002,0
Fri Jul 17 2026,QQQ260717C00767000,0.02,-0.005,0.01,0.03,4,0.267,0.0038,0.0007,1155,767.00,QQQ260717P00767000,59.09,0,45.36,48.96,0,0,-0.9996,0.0002,0
Fri Jul 17 2026,QQQ260717C00768000,0.02,0,0.01,0.03,13,0.2719,0.0037,0.0006,472,768.00,QQQ260717P00768000,60.09,0,46.36,49.98,0,0,-0.9996,0.0001,0
Fri Jul 17 2026,QQQ260717C00769000,0.01,-0.01,0.01,0.03,1,0.2767,0.0035,0.0006,698,769.00,QQQ260717P00769000,61.09,0,47.36,50.94,0,0,-0.9997,0.0001,0
Fri Jul 17 2026,QQQ260717C00770000,0.02,0,0.01,0.03,86,0.2752,0.0033,0.0006,12080,770.00,QQQ260717P00770000,45.69,0,48.36,52.24,0,0.3401,-0.9997,0.0001,3
Fri Jul 17 2026,QQQ260717C00771000,0.02,0,0,0.03,6,0.2722,0.0032,0.0005,2286,771.00,QQQ260717P00771000,65,0,49.36,52.96,0,0,-0.9998,0.0001,0
Fri Jul 17 2026,QQQ260717C00772000,0.01,-0.01,0,0.03,140,0.2768,0.0031,0.0005,2570,772.00,QQQ260717P00772000,61.09,0,50.36,53.96,0,0,-0.9998,0.0001,0
Fri Jul 17 2026,QQQ260717C00773000,0.02,0,0.01,0.03,33,0.2895,0.0029,0.0005,3479,773.00,QQQ260717P00773000,43.29,0,51.36,54.97,0,0,-0.9998,0.0001,0
Fri Jul 17 2026,QQQ260717C00774000,0.01,-0.01,0.01,0.02,65,0.2861,0.0028,0.0005,1914,774.00,QQQ260717P00774000,44.17,0,52.36,55.94,0,0,-0.9998,0.0001,0
Fri Jul 17 2026,QQQ260717C00775000,0.01,-0.005,0,0.02,44,0.28,0.0027,0.0004,7195,775.00,QQQ260717P00775000,52.92,-10.87,53.36,57.24,5200,0.3677,-0.9998,0.0001,2000
Fri Jul 17 2026,QQQ260717C00780000,0.02,0.01,0.01,0.02,99,0.3135,0.0022,0.0003,5138,780.00,QQQ260717P00780000,70.67,0,58.36,62.24,0,0.3949,-0.9999,0,1
Fri Jul 17 2026,QQQ260717C00785000,0.01,-0.005,0,0.01,2,0.3058,0.0018,0.0003,5439,785.00,QQQ260717P00785000,75.68,0,63.37,66.96,0,0,-0.9999,0,0
Fri Jul 17 2026,QQQ260717C00790000,0.01,0,0,0.01,93,0.3263,0.0015,0.0002,8920,790.00,QQQ260717P00790000,80.66,0,68.37,71.96,0,0,-0.9999,0,4
Fri Jul 17 2026,QQQ260717C00795000,0.01,0.005,0,0.01,4,0.3467,0.0013,0.0002,4472,795.00,QQQ260717P00795000,76.34,-7.435,73.37,76.98,1,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00800000,0.01,0,0,0.01,1,0.3668,0.0011,0.0001,45285,800.00,QQQ260717P00800000,81.32,-7.525,78.37,81.98,1,0,-1,0,1
Fri Jul 17 2026,QQQ260717C00805000,0.01,0,0,0.01,0,0.3867,0.001,0.0001,1821,805.00,QQQ260717P00805000,66.85,0,83.37,86.98,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00810000,0.02,0.015,0,0.01,300,0.4064,0.0008,0.0001,7669,810.00,QQQ260717P00810000,71.85,0,88.37,91.98,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00815000,0.01,0,0,0.02,0,0.4499,0.0007,0.0001,4891,815.00,QQQ260717P00815000,75.77,0,93.37,96.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00820000,0.01,0,0,0.01,301,0.4452,0.0006,0.0001,3041,820.00,QQQ260717P00820000,80.63,0,98.37,101.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00825000,0.02,0.015,0,0.01,4,0.4643,0.0006,0.0001,6294,825.00,QQQ260717P00825000,85.5,0,103.37,106.98,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00830000,0.01,0,0,0.01,4,0.4832,0.0005,0.0001,3255,830.00,QQQ260717P00830000,0,0,108.37,111.92,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00835000,0.01,0.005,0,0.02,6,0.502,0.0005,0,1005,835.00,QQQ260717P00835000,0,0,113.37,116.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00840000,0.02,0,0,0.02,0,0.5491,0.0004,0,1122,840.00,QQQ260717P00840000,116.1,0,118.37,121.94,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00845000,0.02,0,0,0.02,0,0.5684,0.0004,0,5852,845.00,QQQ260717P00845000,148.66,0,123.37,126.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00850000,0.01,0,0,0.02,0,0.5875,0.0003,0,2913,850.00,QQQ260717P00850000,0,0,128.37,131.95,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00855000,0.02,0,0,0.02,0,0.6065,0.0003,0,181,855.00,QQQ260717P00855000,0,0,133.37,136.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00860000,0.01,0.005,0,0.01,1,0.5934,0.0003,0,2398,860.00,QQQ260717P00860000,148.48,0,138.37,141.95,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00865000,0.01,0,0,0.01,0,0.6113,0.0003,0,1707,865.00,QQQ260717P00865000,0,0,143.37,146.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00870000,0.02,0,0,0.02,0,0.6624,0.0002,0,2426,870.00,QQQ260717P00870000,0,0,148.37,151.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00875000,0.01,0,0,0.01,0,0.6465,0.0002,0,3349,875.00,QQQ260717P00875000,0,0,153.37,156.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00880000,0.04,0,0,0.01,0,0.6639,0.0002,0,193,880.00,QQQ260717P00880000,0,0,158.37,161.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00885000,0.06,0,0,0.02,0,0.7169,0.0002,0,89,885.00,QQQ260717P00885000,0,0,163.37,166.96,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00890000,0.08,0,0,0.01,0,0.6983,0.0002,0,82,890.00,QQQ260717P00890000,0,0,168.37,172.11,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00895000,0.03,0,0,0.02,0,0.7526,0.0002,0,421,895.00,QQQ260717P00895000,153.76,0,173.37,177.11,0,0,-1,0,0
Fri Jul 17 2026,QQQ260717C00900000,0.01,0,0,0.02,3,0.7702,0.0001,0,2858,900.00,QQQ260717P00900000,157.82,0,178.37,181.96,0,0,-1,0,0
